acc,f1,prec,rec,weighted_f1,weighted_prec,weighted_rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,weight_decay,num_experts,nheads,n_levels,attn_dropout,embed_dropout
58.68,52.75,53.22,52.78,58.33,58.32,58.68,0.5093,MIntRec2.0,mag_bert,bert-large-uncased,2,mag_bert_MIntRec2.0_multi-class_2_2026-09-08-14-20-25,4e-06,0.5,0.03,5,8,5,0.1,0.2
