acc,f1,prec,rec,weighted_f1,weighted_prec,weighted_rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,weight_decay,num_experts,nheads,n_levels,attn_dropout,embed_dropout
71.46,68.1,68.31,69.21,71.34,72.99,71.46,0.7291,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-13-12-48,2.5e-05,0.4,0.03,4,8,5,0.1,0.2
71.46,66.73,66.71,67.48,70.78,70.69,71.46,0.7065,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-13-52-50,2.5e-05,0.6,0.03,2,8,5,0.1,0.2
71.46,65.61,65.06,67.57,70.41,70.53,71.46,0.6829,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-16-01-02,2e-05,0.6,0.03,3,8,5,0.1,0.2
71.24,69.73,70.81,69.86,71.14,72.47,71.24,0.7036,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-14-44-19,2.5e-05,0.5,0.03,2,8,5,0.1,0.2
71.24,67.5,67.42,68.64,71.56,72.94,71.24,0.7261,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-15-16-37,2e-05,0.4,0.03,4,8,5,0.1,0.2
71.24,67.93,67.48,69.27,71.46,72.39,71.24,0.6907,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-16-14-01,2.5e-05,0.6,0.03,1,8,5,0.1,0.2
71.01,66.05,66.09,67.97,70.6,71.58,71.01,0.6974,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-12-35-33,2e-05,0.4,0.03,2,8,5,0.1,0.2
71.01,69.38,70.09,70.1,71.49,73.19,71.01,0.7190000000000001,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-13-17-00,2e-05,0.6,0.03,0,8,5,0.1,0.2
71.01,66.64,65.13,69.05,69.78,69.4,71.01,0.6808,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-13-22-30,2e-05,0.6,0.03,1,8,5,0.1,0.2
71.01,68.32,68.32,69.54,70.92,71.81,71.01,0.7225,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-15-11-33,2e-05,0.4,0.03,3,8,5,0.1,0.2
70.79,66.01,65.6,67.16,70.75,71.29,70.79,0.7019,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-12-54-56,2.5e-05,0.4,0.03,1,8,5,0.1,0.2
70.79,67.58,68.43,68.16,70.65,71.77,70.79,0.7007,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-13-57-50,2.5e-05,0.6,0.03,3,8,5,0.1,0.2
70.56,66.42,68.21,66.45,70.14,71.21,70.56,0.6947,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-14-49-06,2.5e-05,0.5,0.03,3,8,5,0.1,0.2
70.34,67.37,67.62,67.66,70.08,70.21,70.34,0.706,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-12-09-20,2.5e-05,0.5,0.03,1,8,5,0.1,0.2
70.34,64.84,66.81,65.77,69.58,71.11,70.34,0.6891,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-14-11-08,2e-05,0.5,0.03,1,8,5,0.1,0.2
70.34,65.6,65.48,67.48,70.04,71.83,70.34,0.7015,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-15-02-24,2e-05,0.4,0.03,1,8,5,0.1,0.2
70.11,65.13,64.43,66.69,69.26,69.27,70.11,0.7128,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-12-14-20,2.5e-05,0.5,0.03,2,8,5,0.1,0.2
70.11,66.38,67.35,67.27,69.44,70.38,70.11,0.7055,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-15-25-34,2.5e-05,0.4,0.03,1,8,5,0.1,0.2
70.11,66.4,66.82,66.65,70.02,70.41,70.11,0.7234,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-16-20-38,2.5e-05,0.6,0.03,2,8,5,0.1,0.2
69.89,65.55,66.01,66.37,69.71,70.59,69.89,0.6907,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-14-40-05,2.5e-05,0.5,0.03,1,8,5,0.1,0.2
69.66,64.94,64.33,65.99,69.05,68.81,69.66,0.7097,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-11-50-18,2e-05,0.5,0.03,2,8,5,0.1,0.2
69.66,66.26,66.89,66.43,69.61,70.06,69.66,0.7011,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2026-06-28-12-31-03,2e-05,0.4,0.03,1,8,5,0.1,0.2
69.21,65.13,65.65,65.76,68.88,69.45,69.21,0.7022,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-15-56-47,2e-05,0.6,0.03,2,8,5,0.1,0.2
67.87,63.0,63.06,64.43,67.42,68.41,67.87,0.6683,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2026-06-28-15-52-01,2e-05,0.6,0.03,1,8,5,0.1,0.2
