acc,f1,prec,rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,nheads,ffn,n_levels,attn_dropout,embed_dropout
72.13,69.51,71.22,69.41,0.7002,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-15-48-28,2e-05,0.4,8,2048,5,0.1,0.2
70.56,67.26,67.5,68.52,0.6777,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-15-56-43,2.5e-05,0.4,8,2048,5,0.1,0.2
67.87,64.56,63.82,67.42,0.6685,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-16-07-14,3e-05,0.4,8,2048,5,0.1,0.2
70.34,66.91,66.56,68.17,0.6886,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-16-19-29,1e-05,0.35,8,2048,5,0.1,0.2
69.21,64.52,63.45,66.55,0.7031,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-16-25-12,1e-05,0.6,8,2048,5,0.1,0.2
71.69,68.82,69.53,69.03,0.7015,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-16-29-52,2e-05,0.35,8,2048,5,0.1,0.2
71.46,66.18,68.39,65.72,0.6906,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-16-34-55,2e-05,0.6,8,2048,5,0.1,0.2
72.58,69.49,70.0,70.0,0.6826,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-16-40-32,2.5e-05,0.35,8,2048,5,0.1,0.2
70.79,66.42,67.67,66.72,0.6888,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-16-45-20,2.5e-05,0.6,8,2048,5,0.1,0.2
71.01,65.48,69.78,66.73,0.6717,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-08-25-16-52-34,2.9999999999999997e-05,0.35,8,2048,5,0.1,0.2
12.81,1.14,0.64,5.0,0.0114,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-16-58-56,3e-05,0.6,8,2048,5,0.1,0.2
70.11,66.5,66.62,67.2,0.7098,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-02-13,1e-05,0.5,8,2048,5,0.1,0.2
70.79,68.85,69.27,70.1,0.696,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-13-01,2e-05,0.5,8,2048,5,0.1,0.2
69.44,64.89,68.08,66.43,0.6914,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-25-21,2.5e-05,0.5,8,2048,5,0.1,0.2
70.56,65.91,67.44,66.61,0.6926,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-32-34,3e-05,0.5,8,2048,5,0.1,0.2
70.56,67.44,67.47,68.26,0.7059,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-39-49,1e-05,0.45,8,2048,5,0.1,0.2
12.81,1.51,1.39,5.0,0.0129,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-54-00,2e-05,0.45,8,2048,5,0.1,0.2
72.58,67.51,70.71,66.8,0.6876,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-17-57-56,2.5e-05,0.45,8,2048,5,0.1,0.2
71.91,67.86,69.42,67.66,0.6948,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-04-28,3e-05,0.45,8,2048,5,0.1,0.2
71.46,67.64,67.65,68.45,0.6955,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-11-49,1e-05,0.4,8,2048,5,0.1,0.2
70.79,66.66,66.59,67.72,0.6902,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-21-56,2e-05,0.4,8,2048,5,0.1,0.2
53.26,49.09,52.42,48.61,0.5019,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-32-05,2.5e-05,0.4,8,2048,5,0.1,0.2
70.56,64.64,66.01,65.01,0.6879,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-44-14,3e-05,0.4,8,2048,5,0.1,0.2
66.29,61.54,61.69,63.99,0.6829,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-50-26,1e-05,0.35,8,2048,5,0.1,0.2
71.91,66.96,68.07,66.95,0.6706,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-18-58-17,2e-05,0.35,8,2048,5,0.1,0.2
71.01,66.58,67.66,67.3,0.6843,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-19-07-47,2.5e-05,0.35,8,2048,5,0.1,0.2
71.91,68.85,70.53,69.6,0.685,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-08-25-19-17-18,3e-05,0.35,8,2048,5,0.1,0.2
56.85,51.02,50.64,52.63,0.5079,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-00-46-33,1e-05,0.6,8,2048,5,0.1,0.2
72.13,68.01,68.27,69.01,0.6832,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-01-06-58,2e-05,0.6,8,2048,5,0.1,0.2
55.28,48.16,49.72,48.91,0.5088,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-01-16-02,2.5e-05,0.6,8,2048,5,0.1,0.2
70.56,65.95,67.48,65.38,0.6748,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-01-29-03,3e-05,0.6,8,2048,5,0.1,0.2
72.81,67.96,67.8,69.23,0.7026,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-01-39-38,1e-05,0.5,8,2048,5,0.1,0.2
50.11,44.65,45.47,45.42,0.4821,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-01-51-58,2e-05,0.5,8,2048,5,0.1,0.2
71.91,67.21,67.7,67.5,0.685,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-02-08-21,2.5e-05,0.5,8,2048,5,0.1,0.2
48.09,44.62,46.79,44.43,0.4583,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-02-17-28,3e-05,0.5,8,2048,5,0.1,0.2
55.51,52.28,54.8,51.73,0.5387,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-02-31-55,1e-05,0.45,8,2048,5,0.1,0.2
74.16,70.23,70.83,70.81,0.6944,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-03-01-37,2e-05,0.45,8,2048,5,0.1,0.2
55.96,52.73,56.44,51.63,0.5408,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-03-09-51,2.5e-05,0.45,8,2048,5,0.1,0.2
71.46,67.14,67.48,68.53,0.7127,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-03-26-54,3e-05,0.45,8,2048,5,0.1,0.2
69.66,64.88,66.77,65.98,0.6926,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-03-36-54,1e-05,0.4,8,2048,5,0.1,0.2
53.71,49.94,51.4,50.84,0.5126,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-03-45-28,2e-05,0.4,8,2048,5,0.1,0.2
52.36,47.2,49.31,47.13,0.4873,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-04-00-54,2.5e-05,0.4,8,2048,5,0.1,0.2
12.81,1.14,0.64,5.0,0.0114,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-04-16-04,3e-05,0.4,8,2048,5,0.1,0.2
71.69,66.69,67.06,67.75,0.6970000000000001,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-04-19-53,1e-05,0.35,8,2048,5,0.1,0.2
53.71,49.29,52.77,48.87,0.5314,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-04-31-20,2e-05,0.35,8,2048,5,0.1,0.2
53.26,51.06,53.58,50.33,0.4982,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-04-47-42,2.5e-05,0.35,8,2048,5,0.1,0.2
48.76,45.29,47.84,44.45,0.4726,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-08-26-05-04-17,3e-05,0.35,8,2048,5,0.1,0.2
