acc,f1,prec,rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,nheads,n_levels,attn_dropout,embed_dropout,weight_decay
69.44,62.93,62.74,64.52,0.7049,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-14-41-14,9e-06,0.5,8,5,0.1,0.2,
69.44,66.02,66.22,66.75,0.7049,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-16-05-26,5e-06,0.45,8,5,0.1,0.2,
69.44,65.51,66.29,66.22,0.6868,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-18-12-32,5e-05,0.4,8,5,0.1,0.2,
69.44,64.75,64.47,65.55,0.6971,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-18-26-54,9e-06,0.3,8,5,0.1,0.2,
69.44,66.06,67.06,66.46,0.679,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-18-32-14,5e-06,0.3,8,5,0.1,0.2,
69.21,65.18,65.36,65.6,0.7019,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-58-30,1e-05,0.3,8,5,0.1,0.2,
69.21,64.42,65.21,65.57,0.6996,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-02-45-18,5e-06,0.5,8,5,0.1,0.2,
69.21,65.07,65.46,66.58,0.7086,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-08-54-56,7.000000000000003e-06,0.5,8,5,0.1,0.2,
69.21,64.13,64.4,64.82,0.6918,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-09-33-18,5e-06,0.45,8,5,0.1,0.2,
69.21,65.0,65.0,66.08,0.7035,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-10-04-51,7.000000000000003e-06,0.45,8,5,0.1,0.2,
69.21,65.49,65.41,66.47,0.6974,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-12-46-49,1.4999999999999999e-05,0.3,8,5,0.1,0.2,
69.21,65.18,65.75,65.66,0.7158,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-16-21-50,7.000000000000003e-06,0.45,8,5,0.1,0.2,
69.21,66.15,66.32,66.66,0.6904,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-17-45-00,7.000000000000003e-06,0.4,8,5,0.1,0.2,
69.21,66.59,67.02,66.7,0.7252,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-19-14-47,3.5e-05,0.3,8,5,0.1,0.2,
69.21,65.46,66.73,66.22,0.6983,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-19-15-22,1.5e-05,0.3,8,5,0.1,0.2,
68.99,62.52,62.88,64.15,0.6871,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-01-25-23,9e-06,0.6,8,5,0.1,0.2,
68.99,65.3,65.62,66.22,0.708,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-05-03-16,1.4999999999999999e-05,0.4,8,5,0.1,0.2,
68.99,65.25,66.24,65.49,0.7142,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-06-11-38,1.5e-05,0.3,8,5,0.1,0.2,
68.99,65.75,66.32,66.24,0.7034,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-10-19-31,7.000000000000003e-06,0.3,8,5,0.1,0.2,
68.99,64.27,64.69,65.24,0.6901,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-15-12-52,5e-06,0.5,8,5,0.1,0.2,
68.99,62.89,62.35,64.44,0.7124,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-15-30-07,9e-06,0.45,8,5,0.1,0.2,
68.99,63.49,63.46,64.5,0.7026,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-16-14-43,9e-06,0.45,8,5,0.1,0.2,
68.99,63.01,62.98,64.13,0.6907,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-16-34-52,7.000000000000003e-06,0.45,8,5,0.1,0.2,
68.99,65.53,66.03,66.22,0.6972,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-18-06-19,3.5e-05,0.4,8,5,0.1,0.2,
68.76,62.5,62.2,63.93,0.6917,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-15-43-17,1e-05,0.5,8,5,0.1,0.2,
68.76,62.62,68.55,63.32,0.6526,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-02-27-25,5e-05,0.6,8,5,0.1,0.2,
68.76,65.08,65.9,65.64,0.7108,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-13-04-36,4e-05,0.3,8,5,0.1,0.2,
68.54,63.41,65.48,63.36,0.6762,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-13-03-39,5e-05,0.3,8,5,0.1,0.2,
68.54,65.57,65.65,66.38,0.705,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-18-58-37,7.000000000000003e-06,0.3,8,5,0.1,0.2,
68.54,64.52,67.73,64.48,0.6692,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-19-40-15,5e-05,0.3,8,5,0.1,0.2,
68.31,64.05,64.95,64.65,0.6775,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-12-35-45,7.000000000000003e-06,0.3,8,5,0.1,0.2,
68.31,64.5,64.59,65.4,0.7106,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-16-48-30,9e-06,0.4,8,5,0.1,0.2,
68.09,62.65,62.44,64.11,0.6972,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-16-03-46,2e-05,0.45,8,5,0.1,0.2,
68.09,62.78,63.31,63.31,0.6869,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-22-20-26,1e-05,0.6,8,5,0.1,0.2,
68.09,62.48,65.74,62.86,0.6723,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-06-58-57,5e-06,0.6,8,5,0.1,0.2,
68.09,62.0,62.79,63.01,0.68,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-07-06-40,4e-05,0.5,8,5,0.1,0.2,
68.09,65.24,66.84,66.78,0.7056,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-16-38-44,5e-05,0.45,8,5,0.1,0.2,
68.09,62.31,63.64,62.5,0.6908,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-17-33-02,5e-06,0.4,8,5,0.1,0.2,
67.87,63.04,65.04,62.9,0.6755,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-16-23-59,5e-06,0.45,8,5,0.1,0.2,
67.87,64.24,64.34,65.25,0.6998,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-18-41-57,5e-06,0.3,8,5,0.1,0.2,
67.64,63.57,63.17,65.17,0.6655,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-07-51-37,5e-05,0.6,8,5,0.1,0.2,
67.64,64.09,65.27,63.72,0.6828,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-12-11-13,5e-06,0.3,8,5,0.1,0.2,
66.97,61.32,62.44,62.89,0.6817,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-07-25-13,5e-06,0.6,8,5,0.1,0.2,
