acc,f1,prec,rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,nheads,n_levels,attn_dropout,embed_dropout,weight_decay
70.56,66.77,68.78,66.26,0.6916,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-14-07-14,4e-05,0.6,8,5,0.1,0.2,
70.56,66.42,67.04,66.84,0.6946,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-14-06-12,1.4999999999999999e-05,0.6,8,5,0.1,0.2,
70.56,67.77,68.09,68.61,0.6958,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-15-07-12,3.5e-05,0.5,8,5,0.1,0.2,
70.56,66.8,68.35,68.25,0.701,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-15-31-05,3.5e-05,0.5,8,5,0.1,0.2,
70.56,65.17,65.54,66.81,0.6919,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-15-39-06,4e-05,0.5,8,5,0.1,0.2,
70.56,66.14,66.62,66.63,0.6966,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-15-41-38,1.5e-05,0.5,8,5,0.1,0.2,
70.56,68.27,70.25,67.77,0.7039,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-17-02-48,4e-05,0.45,8,5,0.1,0.2,
70.56,68.12,69.23,68.42,0.6982,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-17-09-38,5e-05,0.45,8,5,0.1,0.2,
70.56,67.75,68.73,67.72,0.7129,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-18-05-20,3.5e-05,0.4,8,5,0.1,0.2,
70.56,65.51,67.32,66.19,0.6965,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-18-57-43,7.000000000000003e-06,0.3,8,5,0.1,0.2,
70.34,65.97,66.76,67.22,0.6951,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-18-32-37,1e-05,0.6,8,5,0.1,0.2,
70.34,67.14,67.24,67.75,0.7120000000000001,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-18-54-29,2.5e-05,0.5,8,5,0.1,0.2,
70.34,66.51,66.87,67.22,0.7084,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-02-20-45-27,1e-05,0.4,8,5,0.1,0.2,
70.34,66.47,66.28,67.24,0.7085,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-21-25-59,1e-05,0.3,8,5,0.1,0.2,
70.34,65.79,66.27,66.68,0.6978,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-22-10-35,1e-05,0.6,8,5,0.1,0.2,
70.34,65.23,65.65,66.6,0.6999,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-01-33-58,5e-06,0.6,8,5,0.1,0.2,
70.34,66.72,68.81,65.66,0.7045,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-04-24-14,3e-05,0.3,8,5,0.1,0.2,
70.34,65.56,66.02,65.95,0.7073,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-04-30-39,1e-05,0.3,8,5,0.1,0.2,
70.34,65.56,66.37,66.14,0.6992,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-05-15-30,5e-06,0.4,8,5,0.1,0.2,
70.34,65.29,65.53,66.28,0.7013,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-05-29-30,1.5e-05,0.6,8,5,0.1,0.2,
70.34,65.1,65.8,65.17,0.6920000000000001,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-05-46-10,5e-06,0.3,8,5,0.1,0.2,
70.34,65.97,66.58,66.74,0.6862,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-06-47-36,9e-06,0.6,8,5,0.1,0.2,
70.34,65.92,66.53,66.0,0.7035,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-06-49-37,1.4999999999999999e-05,0.5,8,5,0.1,0.2,
70.34,65.43,64.75,67.17,0.6829,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-08-11-45,4e-05,0.6,8,5,0.1,0.2,
70.34,67.23,67.82,68.34,0.7068,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-08-28-28,9e-06,0.5,8,5,0.1,0.2,
70.34,67.27,67.37,67.85,0.7119,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-08-39-09,9e-06,0.4,8,5,0.1,0.2,
70.34,66.56,66.75,66.82,0.7017,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-09-02-24,4e-05,0.5,8,5,0.1,0.2,
70.34,66.4,69.0,66.4,0.6684,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-09-13-15,5e-05,0.5,8,5,0.1,0.2,
70.34,67.69,67.92,68.64,0.6908,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-12-11-31,9e-06,0.3,8,5,0.1,0.2,
70.34,64.71,63.98,66.31,0.6888,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-13-08-27,9e-06,0.6,8,5,0.1,0.2,
70.34,66.52,68.71,67.21,0.6942,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-14-33-03,5e-05,0.6,8,5,0.1,0.2,
70.34,66.47,67.59,66.2,0.6892,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-14-38-00,3.5e-05,0.6,8,5,0.1,0.2,
70.34,66.51,67.53,66.88,0.7053,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-14-55-08,1.4999999999999999e-05,0.5,8,5,0.1,0.2,
70.34,66.73,66.99,67.29,0.693,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-15-28-05,7.000000000000003e-06,0.5,8,5,0.1,0.2,
70.34,65.72,66.12,66.34,0.7094,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-16-44-19,1.5e-05,0.45,8,5,0.1,0.2,
70.34,66.69,66.82,67.27,0.7166,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-17-38-49,1.5e-05,0.4,8,5,0.1,0.2,
70.34,66.07,66.8,66.07,0.7033,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-17-56-50,1.5e-05,0.4,8,5,0.1,0.2,
70.34,65.55,69.91,64.23,0.6946,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-19-07-16,1.5e-05,0.3,8,5,0.1,0.2,
70.11,64.79,64.37,66.0,0.7034,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-16-27-02,1e-05,0.45,8,5,0.1,0.2,
70.11,64.58,64.38,65.99,0.7058,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-16-31-09,1e-05,0.45,8,5,0.1,0.2,
70.11,63.72,64.9,64.41,0.718,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-16-38-22,1e-05,0.45,8,5,0.1,0.2,
70.11,67.08,67.39,67.72,0.7031,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-17-48-04,1e-05,0.3,8,5,0.1,0.2,
70.11,65.23,66.76,66.25,0.7057,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-19-59-07,1e-05,0.45,8,5,0.1,0.2,
70.11,66.05,66.08,67.13,0.7217,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-19-34,1e-05,0.4,8,5,0.1,0.2,
70.11,66.57,65.79,68.11,0.7051,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-31-31,2e-05,0.3,8,5,0.1,0.2,
70.11,63.87,63.94,64.98,0.6970000000000001,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-02-54-41,7.000000000000003e-06,0.5,8,5,0.1,0.2,
70.11,64.05,66.4,64.45,0.6970000000000001,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-04-44-42,5e-06,0.4,8,5,0.1,0.2,
70.11,64.81,66.1,65.32,0.6999,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-04-53-57,7.000000000000003e-06,0.4,8,5,0.1,0.2,
70.11,66.22,66.23,66.7,0.7015,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-05-34-37,9e-06,0.3,8,5,0.1,0.2,
70.11,67.82,69.52,67.42,0.6903,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-06-20-17,3.5e-05,0.3,8,5,0.1,0.2,
70.11,64.5,64.76,65.65,0.6944,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-06-19-56,5e-06,0.5,8,5,0.1,0.2,
70.11,65.79,66.29,67.23,0.6936,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-07-36-53,7.000000000000003e-06,0.6,8,5,0.1,0.2,
70.11,66.32,66.44,67.43,0.7026,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-08-11-49,5e-06,0.5,8,5,0.1,0.2,
70.11,66.68,68.49,66.38,0.6765,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-09-49-22,5e-05,0.4,8,5,0.1,0.2,
70.11,65.98,66.0,66.97,0.7048,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-09-49-36,5e-06,0.45,8,5,0.1,0.2,
70.11,67.16,68.82,66.84,0.6937,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-10-29-06,5e-05,0.45,8,5,0.1,0.2,
70.11,66.07,66.54,66.51,0.6979,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-11-04-11,5e-06,0.4,8,5,0.1,0.2,
70.11,67.23,67.64,67.69,0.7144,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-11-13-06,7.000000000000003e-06,0.4,8,5,0.1,0.2,
70.11,66.56,66.8,67.13,0.7006,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-11-58-53,9e-06,0.3,8,5,0.1,0.2,
70.11,65.82,65.53,66.88,0.6876,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-14-15-47,3.5e-05,0.6,8,5,0.1,0.2,
70.11,65.04,65.94,65.79,0.6926,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-14-43-54,7.000000000000003e-06,0.5,8,5,0.1,0.2,
70.11,66.44,66.45,67.03,0.7066,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-17-00-23,5e-06,0.4,8,5,0.1,0.2,
70.11,66.6,67.81,66.68,0.6968,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-18-05-05,4e-05,0.4,8,5,0.1,0.2,
70.11,66.19,66.52,67.01,0.7046,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-18-43-20,7.000000000000003e-06,0.3,8,5,0.1,0.2,
70.11,66.19,67.66,66.08,0.7163,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-19-31-07,5e-05,0.3,8,5,0.1,0.2,
70.11,66.68,67.62,66.96,0.7058,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-04-07-20-29,2.5e-05,0.45,8,5,0.1,0.2,0.03
69.89,63.82,63.09,65.57,0.6899,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-14-38-55,2e-05,0.6,8,5,0.1,0.2,
69.89,64.33,63.79,65.36,0.6853,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-18-31-00,1e-05,0.6,8,5,0.1,0.2,
69.89,67.16,67.18,67.9,0.7016,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-18-42-41,2e-05,0.5,8,5,0.1,0.2,
69.89,66.81,66.3,67.88,0.7020000000000001,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-18-52-27,2.5e-05,0.5,8,5,0.1,0.2,
69.89,64.93,65.62,65.98,0.7025,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-22-46-20,1e-05,0.5,8,5,0.1,0.2,
69.89,66.42,66.68,67.42,0.7034,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-23-17-52,2.5e-05,0.45,8,5,0.1,0.2,
69.89,66.51,67.63,66.7,0.7104,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-41-09,2.5e-05,0.3,8,5,0.1,0.2,
69.89,64.66,63.72,66.67,0.6992,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-01-48-10,7.000000000000003e-06,0.6,8,5,0.1,0.2,
69.89,65.8,67.49,66.43,0.6739,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-02-08-40,3.5e-05,0.6,8,5,0.1,0.2,
69.89,66.85,69.37,67.26,0.6693,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-02-23-53,5e-05,0.6,8,5,0.1,0.2,
69.89,65.33,64.59,67.13,0.6975,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-03-04-46,1.5e-05,0.5,8,5,0.1,0.2,
69.89,66.85,67.72,66.91,0.6922,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-03-31-42,2.5e-05,0.4,8,5,0.1,0.2,
69.89,64.37,65.24,65.15,0.6933,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-04-01-42,5e-06,0.45,8,5,0.1,0.2,
69.89,65.01,65.4,65.82,0.7033,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-04-15-05,3.5e-05,0.45,8,5,0.1,0.2,
69.89,65.51,65.44,66.93,0.7064,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-04-28-08,5e-05,0.45,8,5,0.1,0.2,
69.89,66.04,67.15,66.43,0.6844,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-04-50-33,4e-05,0.45,8,5,0.1,0.2,
69.89,65.52,65.32,66.63,0.6989,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-05-15-16,7.000000000000003e-06,0.6,8,5,0.1,0.2,
69.89,67.25,66.72,68.69,0.6904,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-03-06-38-34,5e-05,0.3,8,5,0.1,0.2,
69.89,66.09,66.59,66.88,0.7045,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-06-47-46,1.4999999999999999e-05,0.3,8,5,0.1,0.2,
69.89,65.44,66.45,65.57,0.7122,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-07-02-08,4e-05,0.3,8,5,0.1,0.2,
69.89,66.57,66.33,67.54,0.6979,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-07-32-17,5e-06,0.45,8,5,0.1,0.2,
69.89,66.0,66.29,66.75,0.7059,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-08-51-29,5e-06,0.4,8,5,0.1,0.2,
69.89,66.17,66.23,67.15,0.7128,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-09-45-33,7.000000000000003e-06,0.45,8,5,0.1,0.2,
69.89,66.36,66.79,66.74,0.7005,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-10-02-39,1.4999999999999999e-05,0.45,8,5,0.1,0.2,
69.89,66.86,66.27,68.22,0.6987,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-10-52-37,9e-06,0.4,8,5,0.1,0.2,
69.89,66.88,67.34,67.34,0.6976,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-12-39-48,1.5e-05,0.3,8,5,0.1,0.2,
69.89,64.68,66.02,65.3,0.6988,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-14-28-42,1.4999999999999999e-05,0.6,8,5,0.1,0.2,
69.89,65.19,67.25,65.53,0.693,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-15-02-38,9e-06,0.5,8,5,0.1,0.2,
69.89,65.3,66.6,66.63,0.6891,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-15-22-10,5e-05,0.5,8,5,0.1,0.2,
69.89,63.79,64.42,64.61,0.6987,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-15-53-28,7.000000000000003e-06,0.45,8,5,0.1,0.2,
69.89,67.7,68.74,68.19,0.6907,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-18-19-30,5e-05,0.4,8,5,0.1,0.2,
69.89,65.86,66.43,66.71,0.703,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-18-55-32,1.4999999999999999e-05,0.3,8,5,0.1,0.2,
69.89,63.54,63.26,65.47,0.6799,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-04-06-48-06,2.5e-05,0.45,8,5,0.1,0.2,0.04
69.66,63.43,63.66,64.73,0.6837,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-02-15-07-39,1e-05,0.6,8,5,0.1,0.2,
69.66,65.78,66.0,67.15,0.7018,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-17-10-08,1e-05,0.4,8,5,0.1,0.2,
69.66,66.02,66.84,67.1,0.6957,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-02-17-40-45,2.9999999999999997e-05,0.3,8,5,0.1,0.2,
69.66,66.18,66.86,66.98,0.7022,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-17-55-00,1e-05,0.3,8,5,0.1,0.2,
69.66,65.22,65.04,66.67,0.7136,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-19-12-31,1e-05,0.5,8,5,0.1,0.2,
69.66,65.69,65.97,66.28,0.6984,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-20-06-08,1e-05,0.45,8,5,0.1,0.2,
69.66,65.91,66.57,66.25,0.6997,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-21-08-08,2.5e-05,0.3,8,5,0.1,0.2,
69.66,65.27,66.06,66.08,0.7049,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-02-23-07-18,2e-05,0.45,8,5,0.1,0.2,
69.66,66.25,66.66,67.41,0.7087,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-23-11-24,2.5e-05,0.45,8,5,0.1,0.2,
69.66,66.42,67.58,66.79,0.6993,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-23-48-55,2.5e-05,0.4,8,5,0.1,0.2,
69.66,65.91,67.4,65.88,0.6846,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-02-19-54,4e-05,0.6,8,5,0.1,0.2,
69.66,64.47,64.72,65.58,0.706,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2025-12-03-03-11-09,1e-05,0.45,8,5,0.1,0.2,
69.66,65.94,66.53,66.07,0.7026,MIntRec,mag_bert,bert-base-uncased,0,mag_bert_MIntRec_multi-class_0_2025-12-03-06-35-49,7.000000000000003e-06,0.3,8,5,0.1,0.2,
69.66,65.99,65.61,67.41,0.6997,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-08-28-04,7.000000000000003e-06,0.5,8,5,0.1,0.2,
69.66,65.36,65.29,66.45,0.6869,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-08-40-31,5e-06,0.5,8,5,0.1,0.2,
69.66,66.46,69.07,66.34,0.6934,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-09-41-40,4e-05,0.4,8,5,0.1,0.2,
69.66,66.36,66.79,67.35,0.7036,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-09-38-03,9e-06,0.45,8,5,0.1,0.2,
69.66,64.7,65.52,65.06,0.6923,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-09-55-56,9e-06,0.3,8,5,0.1,0.2,
69.66,65.54,65.87,65.95,0.6915,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2025-12-03-10-05-38,5e-06,0.3,8,5,0.1,0.2,
69.66,67.18,67.93,67.39,0.7026,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-10-57-09,5e-06,0.4,8,5,0.1,0.2,
69.66,65.92,66.41,66.58,0.7048,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-11-30-42,1.5e-05,0.4,8,5,0.1,0.2,
69.66,66.4,66.75,66.95,0.7052,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-12-23-04,7.000000000000003e-06,0.3,8,5,0.1,0.2,
69.66,66.23,66.57,67.64,0.7014,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-03-12-49-55,3.5e-05,0.3,8,5,0.1,0.2,
69.66,66.56,67.14,67.67,0.7259,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-13-11-32,5e-05,0.3,8,5,0.1,0.2,
69.66,64.05,63.64,65.88,0.687,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-14-15-22,7.000000000000003e-06,0.6,8,5,0.1,0.2,
69.66,62.93,63.26,64.34,0.6878,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-14-32-03,5e-06,0.5,8,5,0.1,0.2,
69.66,66.76,67.22,67.17,0.7231,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-16-04-45,1.4999999999999999e-05,0.45,8,5,0.1,0.2,
69.66,65.99,67.05,66.19,0.6935,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-17-31-26,5e-06,0.4,8,5,0.1,0.2,
69.66,66.63,66.74,67.31,0.696,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-18-29-23,9e-06,0.3,8,5,0.1,0.2,
69.66,66.34,66.82,66.86,0.6946,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-18-39-32,5e-06,0.3,8,5,0.1,0.2,
69.44,65.43,65.17,66.63,0.6765,MIntRec,mag_bert,bert-base-uncased,3,mag_bert_MIntRec_multi-class_3_2025-12-02-14-57-34,3e-05,0.6,8,5,0.1,0.2,
69.44,64.73,64.32,66.03,0.7032,MIntRec,mag_bert,bert-base-uncased,7,mag_bert_MIntRec_multi-class_7_2025-12-02-19-23-37,1e-05,0.5,8,5,0.1,0.2,
69.44,67.14,68.28,67.07,0.6987,MIntRec,mag_bert,bert-base-uncased,4,mag_bert_MIntRec_multi-class_4_2025-12-02-20-59-19,2e-05,0.3,8,5,0.1,0.2,
69.44,65.22,66.53,65.46,0.7077,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-02-23-30-01,1e-05,0.45,8,5,0.1,0.2,
69.44,66.15,67.53,66.33,0.6998,MIntRec,mag_bert,bert-base-uncased,2,mag_bert_MIntRec_multi-class_2_2025-12-03-00-11-38,3e-05,0.4,8,5,0.1,0.2,
69.44,65.77,65.81,66.94,0.7065,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-00-08-49,1e-05,0.4,8,5,0.1,0.2,
69.44,65.31,65.29,66.33,0.7111,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-11-49-16,3.5e-05,0.4,8,5,0.1,0.2,
69.44,66.44,66.69,67.23,0.6742,MIntRec,mag_bert,bert-base-uncased,1,mag_bert_MIntRec_multi-class_1_2025-12-03-12-23-40,5e-06,0.3,8,5,0.1,0.2,
69.44,65.7,64.89,67.67,0.6961,MIntRec,mag_bert,bert-base-uncased,6,mag_bert_MIntRec_multi-class_6_2025-12-03-13-47-15,9e-06,0.6,8,5,0.1,0.2,
69.44,63.95,64.41,65.04,0.6969,MIntRec,mag_bert,bert-base-uncased,5,mag_bert_MIntRec_multi-class_5_2025-12-03-14-22-13,9e-06,0.5,8,5,0.1,0.2,
