acc,f1,prec,rec,weighted_f1,weighted_prec,weighted_rec,eval_f1,dataset,method,text_backbone,seed,logger_name,lr,dropout_prob,weight_decay,num_experts,nheads,n_levels,attn_dropout,embed_dropout
71.69,68.28,69.93,67.36,71.56,72.02,71.69,0.7181,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-12-17-56,2.5e-05,0.5,0.03,3,8,5,0.1,0.2
71.69,67.65,68.82,67.52,71.62,72.31,71.69,0.7204,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-12-58-54,2.5e-05,0.4,0.03,2,8,5,0.1,0.2
71.69,67.09,66.78,67.83,71.44,71.68,71.69,0.736,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-05-08,2e-05,0.5,0.03,0,8,5,0.1,0.2
71.69,68.72,69.31,68.85,71.35,71.6,71.69,0.7272,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-14-20,2e-05,0.5,0.03,2,8,5,0.1,0.2
71.69,68.06,68.51,68.4,71.39,71.72,71.69,0.7259,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-15-13-51,2e-05,0.4,0.03,4,8,5,0.1,0.2
71.69,66.73,67.62,66.9,71.38,72.18,71.69,0.7215,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-15-30-34,2.5e-05,0.4,0.03,3,8,5,0.1,0.2
71.46,66.55,67.59,66.63,71.37,72.02,71.46,0.718,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-12-41-21,2e-05,0.4,0.03,3,8,5,0.1,0.2
71.46,67.33,68.23,67.85,71.03,71.82,71.46,0.7084,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-48-52,2.5e-05,0.5,0.03,4,8,5,0.1,0.2
71.24,68.96,69.2,69.6,71.93,73.49,71.24,0.7435,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-13-09-16,2.5e-05,0.4,0.03,4,8,5,0.1,0.2
71.24,66.51,67.43,67.03,70.81,71.69,71.24,0.6908,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-15-27-18,2.5e-05,0.4,0.03,2,8,5,0.1,0.2
71.24,68.47,70.54,67.93,71.11,72.13,71.24,0.7138,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-16-12-23,2.5e-05,0.6,0.03,2,8,5,0.1,0.2
71.24,67.14,67.27,67.71,71.07,71.58,71.24,0.7244,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-16-22-36,2.5e-05,0.6,0.03,4,8,5,0.1,0.2
71.01,68.27,68.47,68.47,71.02,71.45,71.01,0.6946,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-12-55-13,2.5e-05,0.4,0.03,1,8,5,0.1,0.2
71.01,68.03,67.82,69.16,70.74,71.08,71.01,0.664,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-13-44-18,2.5e-05,0.6,0.03,1,8,5,0.1,0.2
71.01,67.07,68.14,67.21,70.53,71.09,71.01,0.6867,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-58-37,2e-05,0.4,0.03,1,8,5,0.1,0.2
70.79,67.69,68.48,68.61,70.88,73.32,70.79,0.7105,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-16-03-27,2.5e-05,0.6,0.03,0,8,5,0.1,0.2
70.56,66.15,65.43,67.77,70.04,70.55,70.56,0.7363,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-12-22-37,2.5e-05,0.5,0.03,4,8,5,0.1,0.2
70.56,67.25,68.4,67.93,70.69,72.26,70.56,0.6897,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-12-32-01,2e-05,0.4,0.03,1,8,5,0.1,0.2
70.56,68.74,68.15,70.63,70.22,71.31,70.56,0.7236,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-13-33-44,2e-05,0.6,0.03,4,8,5,0.1,0.2
70.56,67.62,68.09,67.9,71.24,72.63,70.56,0.7279,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-38-36,2.5e-05,0.5,0.03,2,8,5,0.1,0.2
70.56,66.99,67.97,66.71,70.57,71.08,70.56,0.6905,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-15-22-35,2.5e-05,0.4,0.03,1,8,5,0.1,0.2
70.34,65.79,67.61,66.1,69.97,70.88,70.34,0.7071,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-11-47-18,2e-05,0.5,0.03,2,8,5,0.1,0.2
69.89,65.27,65.82,66.72,68.95,69.35,69.89,0.6812,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-13-18-24,2e-05,0.6,0.03,1,8,5,0.1,0.2
69.66,65.93,67.38,65.79,69.54,70.19,69.66,0.6756,MIntRec,mag_bert,bert-base-uncased,8,mag_bert_MIntRec_multi-class_8_2026-06-28-11-43-43,2e-05,0.5,0.03,1,8,5,0.1,0.2
69.66,65.35,65.31,67.19,69.34,71.11,69.66,0.6772,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-34-38,2.5e-05,0.5,0.03,1,8,5,0.1,0.2
68.76,65.08,64.8,66.65,68.72,70.08,68.76,0.6868,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-16-08-09,2.5e-05,0.6,0.03,1,8,5,0.1,0.2
68.54,63.89,65.61,63.91,68.36,69.3,68.54,0.6849,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-14-09-42,2e-05,0.5,0.03,1,8,5,0.1,0.2
68.09,64.06,64.95,64.79,67.72,68.59,68.09,0.69,MIntRec,mag_bert,bert-base-uncased,9,mag_bert_MIntRec_multi-class_9_2026-06-28-15-44-02,2e-05,0.6,0.03,1,8,5,0.1,0.2
